Protein	Neighborhood
PAN3	Cytosol
PANK1	Cytosol
PANK2	Cytosol
PANK3	Cytosol
PANK4	Cytosol
PANX1	Secretory
PANX2	Secretory
PAOX	Secretory
PAPD4	Secretory
PAPD5	Nuclear
PAPD7	Secretory
PAPOLA	Nuclear
PAPOLG	Nuclear
PAPSS1	Unclassified
PAPSS2	Cytosol
PAQR3	Secretory
PAQR4	Unclassified
PAQR7	Secretory
PAQR8	Secretory
PARD3	Cytosol
PARD3B	Unclassified
PARD6B	Cytosol
PARG	Cytosol
PARK7	Cytosol
PARL	Mitochondria
PARM1	Secretory
PARN	Nuclear
PARP1	Nuclear
PARP12	Cytosol
PARP14	Cytosol
PARP16	Secretory
PARP2	Unclassified
PARP4	Cytosol
PARP9	Cytosol
PARPBP	Cytosol
PARS2	Mitochondria
PARVA	Cytosol
PARVB	Cytosol
PASK	Cytosol
PATL1	Cytosol
PATZ1	Nuclear
PAWR	Cytosol
PAX9	Nuclear
PAXBP1	Nuclear
PAXIP1	Nuclear
PBDC1	Cytosol
PBK	Cytosol
PBLD	Cytosol
PBRM1	Nuclear
PBX1	Nuclear
PBX2	Nuclear
PBX3	Nuclear
PBXIP1	Secretory
PC	Mitochondria
PCBD1	Cytosol
PCBD2	Cytosol
PCBP1	Cytosol
PCBP2	Cytosol
PCBP3	Cytosol
PCCA	Mitochondria
PCCB	Mitochondria
PCDH1	Secretory
PCDH10	Secretory
PCDH7	Secretory
PCDH9	Cytosol
PCDHA11	Secretory
PCDHA13	Secretory
PCDHA6	Secretory
PCDHAC2	Secretory
PCDHB10	Secretory
PCDHB11	Secretory
PCDHB13	Secretory
PCDHB14	Secretory
PCDHB16	Unclassified
PCDHB2	Secretory
PCDHB3	Secretory
PCDHB8	Secretory
PCDHGA2	Secretory
PCDHGA7	Unclassified
PCDHGA9	Unclassified
PCDHGB1	Secretory
PCDHGB4	Secretory
PCDHGB7	Secretory
PCDHGC3	Secretory
PCED1B	Secretory
PCF11	Nuclear
PCGF1	Nuclear
PCGF2	Nuclear
PCGF3	Nuclear
PCGF5	Nuclear
PCGF6	Nuclear
PCID2	Cytosol
PCIF1	Nuclear
PCK2	Mitochondria
PCM1	Nuclear
PCMT1	Cytosol
PCMTD1	Cytosol
PCMTD2	Cytosol
PCNA	Nuclear
PCNP	Nuclear
PCNT	Unclassified
PCNX	Secretory
PCNXL3	Secretory
PCOLCE	Cytosol
PCP4	Cytosol
PCSK2	Secretory
PCSK6	Secretory
PCSK7	Secretory
PCTP	Cytosol
PCYOX1	Secretory
PCYOX1L	Unclassified
PCYT1A	Nuclear
PCYT2	Cytosol
PDAP1	Cytosol
PDCD10	Cytosol
PDCD11	Nuclear
PDCD2	Cytosol
PDCD2L	Cytosol
PDCD4	Nuclear
PDCD5	Cytosol
PDCD6	Cytosol
PDCD6IP	Cytosol
PDCD7	Nuclear
PDCL	Cytosol
PDCL3	Cytosol
PDDC1	Cytosol
PDE12	Unclassified
PDE3B	Secretory
PDE4D	Cytosol
PDE4DIP	Cytosol
PDE5A	Cytosol
PDE6D	Cytosol
PDE7A	Cytosol
PDE8A	Secretory
PDF	Mitochondria
PDGFA	Cytosol
PDHA1	Mitochondria
PDHB	Mitochondria
PDHX	Unclassified
PDIA3	Nuclear
PDIA4	Nuclear
PDIA5	Secretory
PDIA6	Unclassified
PDIK1L	Nuclear
PDK1	Mitochondria
PDK2	Mitochondria
PDK3	Mitochondria
PDLIM1	Cytosol
PDLIM2	Cytosol
PDLIM5	Cytosol
PDLIM7	Cytosol
PDP1	Mitochondria
PDP2	Unclassified
PDPK1	Cytosol
PDPR	Mitochondria
PDRG1	Cytosol
PDS5A	Nuclear
PDS5B	Nuclear
PDSS1	Mitochondria
PDSS2	Mitochondria
PDXDC1	Cytosol
PDXK	Cytosol
PDXP	Cytosol
PDZD11	Cytosol
PDZD8	Secretory
PDZK1	Cytosol
PDZRN3	Cytosol
PEA15	Cytosol
PEAK1	Nuclear
PEBP1	Cytosol
PECR	Secretory
PEF1	Cytosol
PELO	Cytosol
PELP1	Nuclear
PEMT	Secretory
PEPD	Cytosol
PER1	Unclassified
PER2	Nuclear
PES1	Nuclear
PET100	Mitochondria
PET112	Mitochondria
PET117	Mitochondria
PEX1	Unclassified
PEX10	Secretory
PEX11A	Secretory
PEX11B	Secretory
PEX11G	Unclassified
PEX12	Unclassified
PEX13	Secretory
PEX14	Secretory
PEX16	Secretory
PEX19	Cytosol
PEX2	Secretory
PEX26	Secretory
PEX3	Unclassified
PEX5	Cytosol
PEX6	Secretory
PEX7	Cytosol
PFAS	Cytosol
PFDN1	Cytosol
PFDN2	Cytosol
PFDN4	Cytosol
PFDN5	Cytosol
PFDN6	Cytosol
PFKFB2	Cytosol
PFKFB3	Nuclear
PFKFB4	Cytosol
PFKL	Cytosol
PFKM	Cytosol
PFKP	Cytosol
PFN1	Cytosol
PFN2	Cytosol
PGAM1	Cytosol
PGAM5	Mitochondria
PGAP1	Secretory
PGAP2	Secretory
PGAP3	Secretory
PGBD2	Nuclear
PGBD4	Unclassified
PGD	Cytosol
PGGT1B	Cytosol
PGK1	Cytosol
PGK2	Cytosol
PGLS	Cytosol
PGLYRP2	Cytosol
PGM1	Cytosol
PGM2	Cytosol
PGM2L1	Cytosol
PGM3	Cytosol
PGM5	Cytosol
PGP	Cytosol
PGPEP1	Cytosol
PGR	Cytosol
PGRMC1	Secretory
PGRMC2	Secretory
PGS1	Unclassified
PHACTR2	Cytosol
PHACTR4	Cytosol
PHAX	Nuclear
PHB	Mitochondria
PHB2	Mitochondria
PHC1	Nuclear
PHC2	Nuclear
PHC3	Nuclear
PHF1	Nuclear
PHF10	Nuclear
PHF11	Nuclear
PHF12	Nuclear
PHF13	Nuclear
PHF14	Nuclear
PHF19	Nuclear
PHF2	Nuclear
PHF20	Nuclear
PHF20L1	Nuclear
PHF21A	Nuclear
PHF23	Nuclear
PHF3	Nuclear
PHF5A	Nuclear
PHF6	Nuclear
PHF8	Unclassified
PHGDH	Cytosol
PHIP	Nuclear
PHKA1	Cytosol
PHKA2	Cytosol
PHKB	Cytosol
PHKG2	Cytosol
PHLDA1	Cytosol
PHLDA2	Cytosol
PHLDA3	Cytosol
PHLDB2	Unclassified
PHLDB3	Cytosol
PHLPP1	Cytosol
PHLPP2	Cytosol
PHOSPHO2	Cytosol
PHOX2B	Nuclear
PHPT1	Cytosol
PHRF1	Nuclear
PHTF1	Secretory
PHTF2	Secretory
PHYH	Secretory
PHYKPL	Cytosol
PI4K2A	Secretory
PI4K2B	Secretory
PI4KA	Secretory
PI4KB	Cytosol
PIAS1	Unclassified
PIAS2	Unclassified
PIAS3	Nuclear
PIAS4	Nuclear
PIBF1	Nuclear
PICALM	Cytosol
PICK1	Cytosol
PIEZO1	Secretory
PIGA	Secretory
PIGB	Secretory
PIGC	Secretory
PIGG	Secretory
PIGH	Secretory
PIGK	Secretory
PIGL	Secretory
PIGM	Secretory
PIGN	Secretory
PIGO	Secretory
PIGP	Secretory
PIGQ	Secretory
PIGS	Secretory
PIGT	Secretory
PIGU	Secretory
PIGV	Secretory
PIGW	Secretory
PIGX	Secretory
PIH1D1	Cytosol
PIK3C2A	Cytosol
PIK3C2B	Cytosol
PIK3C3	Cytosol
PIK3CA	Cytosol
PIK3CB	Cytosol
PIK3R1	Cytosol
PIK3R3	Cytosol
PIK3R4	Cytosol
PIKFYVE	Cytosol
PIN1	Cytosol
PIN4	Cytosol
PINX1	Nuclear
PIP	Unclassified
PIP4K2A	Cytosol
PIP4K2B	Cytosol
PIP4K2C	Cytosol
PIP5K1A	Secretory
PIP5K1C	Secretory
PIR	Cytosol
PISD	Unclassified
PITHD1	Cytosol
PITPNA	Cytosol
PITPNB	Cytosol
PITPNC1	Cytosol
PITPNM1	Cytosol
PITPNM2	Secretory
PITPNM3	Secretory
PITRM1	Mitochondria
PITX1	Unclassified
PITX2	Unclassified
PJA1	Cytosol
PJA2	Cytosol
PKD1	Unclassified
PKD2	Secretory
PKIA	Unclassified
PKIB	Cytosol
PKIG	Cytosol
PKLR	Cytosol
PKM	Cytosol
PKMYT1	Secretory
PKN1	Cytosol
PKN2	Cytosol
PKN3	Secretory
PKNOX1	Nuclear
PKP1	Nuclear
PKP2	Mitochondria
PKP3	Secretory
PKP4	Mitochondria
PLA2G10	Secretory
PLA2G12A	Secretory
PLA2G15	Nuclear
PLA2G16	Cytosol
PLA2G4E	Unclassified
PLAA	Cytosol
PLAU	Secretory
PLAUR	Secretory
PLBD1	Unclassified
PLBD2	Secretory
PLCB1	Cytosol
PLCB3	Cytosol
PLCB4	Unclassified
PLCD1	Secretory
PLCD3	Secretory
PLCG1	Cytosol
PLCG2	Cytosol
PLCH1	Secretory
PLCXD1	Nuclear
PLCXD3	Cytosol
PLD1	Secretory
PLD2	Secretory
PLD3	Unclassified
PLD6	Mitochondria
PLEC	Unclassified
PLEK	Secretory
PLEK2	Cytosol
PLEKHA1	Cytosol
PLEKHA2	Cytosol
PLEKHA3	Unclassified
PLEKHA5	Unclassified
PLEKHA6	Mitochondria
PLEKHA7	Unclassified
PLEKHA8	Cytosol
PLEKHB1	Cytosol
PLEKHB2	Secretory
PLEKHD1	Nuclear
PLEKHF1	Cytosol
PLEKHF2	Cytosol
PLEKHG1	Unclassified
PLEKHG2	Cytosol
PLEKHG3	Secretory
PLEKHG4	Cytosol
PLEKHG5	Cytosol
PLEKHG6	Secretory
PLEKHH2	Cytosol
PLEKHH3	Secretory
PLEKHJ1	Cytosol
PLEKHM2	Cytosol
PLEKHN1	Secretory
PLEKHO2	Cytosol
PLEKHS1	Cytosol
PLG	Unclassified
PLGRKT	Mitochondria
PLIN2	Unclassified
PLIN3	Cytosol
PLIN5	Cytosol
PLK1	Unclassified
PLK2	Secretory
PLK4	Unclassified
PLLP	Unclassified
PLOD1	Secretory
PLOD2	Unclassified
PLOD3	Secretory
PLP1	Cytosol
PLP2	Secretory
PLRG1	Nuclear
PLS1	Cytosol
PLS3	Cytosol
PLSCR1	Secretory
PLTP	Unclassified
PLXDC2	Secretory
PLXNA1	Secretory
PLXNA2	Secretory
PLXNA3	Secretory
PLXNB1	Secretory
PLXNB2	Secretory
PLXND1	Secretory
PM20D2	Cytosol
PMAIP1	Nuclear
PMEPA1	Secretory
PMF1	Nuclear
PML	Nuclear
PMM1	Cytosol
PMM2	Cytosol
PMPCA	Mitochondria
PMPCB	Mitochondria
PMS1	Nuclear
PMS2	Nuclear
PMVK	Cytosol
PNISR	Nuclear
PNKD	Secretory
PNKP	Nuclear
PNMA1	Cytosol
PNMA2	Cytosol
PNN	Nuclear
PNO1	Nuclear
PNP	Cytosol
PNPLA2	Unclassified
PNPLA4	Mitochondria
PNPLA6	Secretory
PNPLA8	Mitochondria
PNPO	Cytosol
PNPT1	Mitochondria
PNRC1	Unclassified
POC1A	Secretory
POC1B	Secretory
POC5	Cytosol
PODXL	Secretory
PODXL2	Secretory
POF1B	Cytosol
POFUT1	Unclassified
POFUT2	Secretory
POGK	Nuclear
POGLUT1	Secretory
POGZ	Nuclear
POLA1	Nuclear
POLA2	Nuclear
POLB	Nuclear
POLD1	Nuclear
POLD2	Nuclear
POLD3	Nuclear
POLD4	Nuclear
POLDIP2	Mitochondria
POLDIP3	Nuclear
POLE	Nuclear
POLE2	Nuclear
POLE3	Unclassified
POLE4	Cytosol
POLG	Mitochondria
POLG2	Mitochondria
POLH	Nuclear
POLI	Cytosol
POLK	Nuclear
POLL	Nuclear
POLM	Unclassified
POLQ	Nuclear
POLR1A	Nuclear
POLR1B	Nuclear
POLR1C	Cytosol
POLR1D	Cytosol
POLR1E	Nuclear
POLR2A	Nuclear
POLR2B	Nuclear
POLR2C	Nuclear
POLR2D	Nuclear
POLR2E	Nuclear
POLR2F	Nuclear
POLR2G	Nuclear
POLR2H	Cytosol
POLR2I	Unclassified
POLR2K	Nuclear
POLR2L	Nuclear
POLR2M	Cytosol
POLR3A	Nuclear
POLR3B	Nuclear
POLR3C	Nuclear
POLR3D	Nuclear
POLR3E	Nuclear
POLR3F	Nuclear
POLR3G	Nuclear
POLR3H	Nuclear
POLR3K	Cytosol
POLRMT	Secretory
POM121	Nuclear
POM121C	Nuclear
POMGNT1	Secretory
POMGNT2	Secretory
POMK	Secretory
POMP	Cytosol
POMT1	Secretory
POMT2	Secretory
PON1	Cytosol
PON2	Secretory
POP1	Nuclear
POP4	Nuclear
POP5	Nuclear
POP7	Cytosol
POR	Secretory
PORCN	Secretory
POSTN	Secretory
POT1	Cytosol
POTEF	Cytosol
POTEI	Cytosol
POTEJ	Cytosol
POU2F1	Nuclear
PPA1	Cytosol
PPA2	Unclassified
PPAN	Unclassified
PPAP2A	Secretory
PPAP2B	Secretory
PPAP2C	Secretory
PPAPDC1B	Secretory
PPAPDC2	Secretory
PPARD	Nuclear
PPARG	Nuclear
PPAT	Cytosol
PPCDC	Cytosol
PPCS	Cytosol
PPDPF	Unclassified
PPFIA1	Cytosol
PPFIA3	Cytosol
PPFIBP1	Secretory
PPFIBP2	Cytosol
PPHLN1	Nuclear
PPIA	Cytosol
PPIB	Secretory
PPIC	Unclassified
PPID	Cytosol
PPIE	Nuclear
PPIF	Mitochondria
PPIG	Nuclear
PPIH	Nuclear
PPIL1	Cytosol
PPIL2	Nuclear
PPIL3	Cytosol
PPIL4	Nuclear
PPIP5K1	Unclassified
PPIP5K2	Cytosol
PPL	Cytosol
PPM1A	Cytosol
PPM1B	Cytosol
PPM1D	Nuclear
PPM1E	Cytosol
PPM1F	Cytosol
PPM1G	Nuclear
PPM1H	Cytosol
PPM1K	Secretory
PPM1L	Secretory
PPME1	Cytosol
PPOX	Mitochondria
PPP1CA	Cytosol
PPP1CB	Cytosol
PPP1CC	Unclassified
PPP1R10	Nuclear
PPP1R11	Cytosol
PPP1R12A	Cytosol
PPP1R12B	Cytosol
PPP1R12C	Cytosol
PPP1R13B	Cytosol
PPP1R13L	Cytosol
PPP1R14B	Cytosol
PPP1R14C	Cytosol
PPP1R15B	Secretory
PPP1R16A	Secretory
PPP1R18	Nuclear
PPP1R2	Cytosol
PPP1R21	Cytosol
PPP1R26	Unclassified
PPP1R35	Cytosol
PPP1R37	Cytosol
PPP1R3B	Nuclear
PPP1R3D	Cytosol
PPP1R3F	Secretory
PPP1R7	Cytosol
PPP1R8	Nuclear
PPP1R9A	Secretory
PPP1R9B	Secretory
PPP2CB	Cytosol
PPP2R1A	Cytosol
PPP2R1B	Cytosol
PPP2R2A	Cytosol
PPP2R2D	Cytosol
PPP2R3A	Cytosol
PPP2R3B	Cytosol
PPP2R3C	Unclassified
PPP2R4	Cytosol
PPP2R5A	Cytosol
PPP2R5B	Cytosol
PPP2R5C	Cytosol
PPP2R5D	Cytosol
PPP2R5E	Cytosol
PPP3CA	Cytosol
PPP3CB	Cytosol
PPP3CC	Cytosol
PPP3R1	Cytosol
PPP4C	Cytosol
PPP4R1	Cytosol
PPP4R2	Nuclear
PPP5C	Cytosol
PPP6C	Cytosol
PPP6R1	Cytosol
PPP6R2	Cytosol
PPP6R3	Cytosol
PPRC1	Nuclear
PPT1	Nuclear
PPT2	Unclassified
PPTC7	Mitochondria
PPWD1	Nuclear
PQBP1	Nuclear
PQLC1	Secretory
PQLC3	Secretory
PRADC1	Mitochondria
PRAF2	Secretory
PRC1	Nuclear
PRCC	Nuclear
PRCP	Unclassified
PRDM10	Nuclear
PRDM11	Cytosol
PRDM15	Nuclear
PRDM16	Nuclear
PRDM2	Nuclear
PRDM4	Unclassified
PRDM5	Unclassified
PRDX1	Cytosol
PRDX2	Cytosol
PRDX3	Mitochondria
PRDX4	Secretory
PRDX5	Cytosol
PRDX6	Cytosol
PREB	Secretory
PRELID1	Unclassified
PRELID2	Mitochondria
PREP	Cytosol
PREPL	Cytosol
PREX1	Cytosol
PRG4	Secretory
PRICKLE2	Secretory
PRIM1	Unclassified
PRIM2	Nuclear
PRIMPOL	Cytosol
PRKAA1	Cytosol
PRKAB1	Cytosol
PRKAB2	Cytosol
PRKACA	Cytosol
PRKACB	Cytosol
PRKACG	Cytosol
PRKAG1	Cytosol
PRKAG2	Cytosol
PRKAR1A	Cytosol
PRKAR1B	Cytosol
PRKAR2A	Cytosol
PRKAR2B	Cytosol
PRKCA	Cytosol
PRKCD	Cytosol
PRKCE	Cytosol
PRKCH	Secretory
PRKCI	Cytosol
PRKCSH	Nuclear
PRKCZ	Cytosol
PRKD1	Cytosol
PRKD2	Cytosol
PRKD3	Cytosol
PRKDC	Nuclear
PRKRA	Nuclear
PRKRIP1	Nuclear
PRKRIR	Nuclear
PRKX	Cytosol
PRLR	Secretory
PRMT1	Unclassified
PRMT10	Cytosol
PRMT2	Cytosol
PRMT3	Cytosol
PRMT5	Cytosol
PRMT6	Nuclear
PRMT7	Cytosol
PRMT8	Cytosol
PRNP	Secretory
PROC	Cytosol
PROCR	Cytosol
PRODH	Mitochondria
PROM2	Secretory
PROS1	Cytosol
PROSC	Cytosol
PROSER1	Nuclear
PROSER2	Cytosol
PRPF18	Nuclear
PRPF19	Nuclear
PRPF3	Nuclear
PRPF31	Nuclear
PRPF38A	Nuclear
PRPF38B	Nuclear
PRPF39	Nuclear
PRPF4	Nuclear
PRPF40A	Nuclear
PRPF40B	Nuclear
PRPF4B	Nuclear
PRPF6	Nuclear
PRPF8	Nuclear
PRPS1	Cytosol
PRPS2	Cytosol
PRPSAP1	Cytosol
PRPSAP2	Cytosol
PRR11	Secretory
PRR12	Nuclear
PRR14	Nuclear
PRR14L	Nuclear
PRR15	Cytosol
PRR15L	Cytosol
PRR3	Nuclear
PRR5	Cytosol
PRR7	Secretory
PRRC1	Cytosol
PRRC2A	Nuclear
PRRC2B	Nuclear
PRRC2C	Nuclear
PRRG1	Unclassified
PRRG4	Unclassified
PRRT3	Secretory
PRRX2	Cytosol
PRSS23	Secretory
PRSS8	Secretory
PRTFDC1	Cytosol
PRUNE	Cytosol
PSAP	Secretory
PSD3	Cytosol
PSD4	Cytosol
PSEN1	Secretory
PSEN2	Secretory
PSG9	Unclassified
PSIP1	Nuclear
PSKH1	Cytosol
PSMA1	Cytosol
PSMA3	Cytosol
PSMA4	Cytosol
PSMA5	Cytosol
PSMA6	Cytosol
PSMA7	Cytosol
PSMB1	Cytosol
PSMB10	Cytosol
PSMB2	Cytosol
PSMB3	Cytosol
PSMB4	Cytosol
PSMB5	Cytosol
PSMB6	Cytosol
PSMB7	Cytosol
PSMC1	Cytosol
PSMC2	Cytosol
PSMC3	Cytosol
PSMC3IP	Nuclear
PSMC4	Cytosol
PSMC5	Cytosol
PSMC6	Cytosol
PSMD1	Cytosol
PSMD10	Cytosol
PSMD11	Cytosol
PSMD12	Cytosol
PSMD13	Cytosol
PSMD14	Cytosol
PSMD2	Cytosol
PSMD3	Cytosol
PSMD4	Cytosol
PSMD5	Cytosol
PSMD6	Cytosol
PSMD7	Cytosol
PSMD8	Cytosol
PSMD9	Cytosol
PSME1	Cytosol
PSME2	Cytosol
PSME3	Nuclear
PSME4	Cytosol
PSMF1	Cytosol
PSMG1	Cytosol
PSMG2	Cytosol
PSMG3	Cytosol
PSMG4	Cytosol
PSPC1	Nuclear
PSPH	Cytosol
PSRC1	Cytosol
PSTK	Cytosol
PSTPIP2	Cytosol
PTAR1	Cytosol
PTBP1	Nuclear
PTBP2	Nuclear
PTBP3	Unclassified
PTCD2	Mitochondria
PTCD3	Secretory
PTDSS1	Secretory
PTDSS2	Secretory
PTEN	Cytosol
PTER	Cytosol
PTGER4	Secretory
PTGES	Secretory
PTGES2	Mitochondria
PTGES3	Cytosol
PTGFRN	Secretory
PTGR1	Cytosol
PTGR2	Cytosol
PTK2	Cytosol
PTK2B	Cytosol
PTK6	Cytosol
PTK7	Secretory
PTMA	Unclassified
PTMS	Unclassified
PTP4A1	Unclassified
PTP4A2	Cytosol
PTP4A3	Secretory
PTPLA	Secretory
PTPLAD1	Secretory
PTPLB	Secretory
PTPMT1	Mitochondria
PTPN1	Secretory
PTPN11	Cytosol
PTPN12	Cytosol
PTPN13	Secretory
PTPN14	Cytosol
PTPN18	Cytosol
PTPN2	Unclassified
PTPN21	Secretory
PTPN23	Cytosol
PTPN3	Unclassified
PTPN4	Mitochondria
PTPN6	Cytosol
PTPN9	Unclassified
PTPRA	Secretory
PTPRE	Secretory
PTPRF	Secretory
PTPRG	Secretory
PTPRJ	Secretory
PTPRK	Secretory
PTPRS	Secretory
PTPRU	Secretory
PTRF	Secretory
PTRH1	Nuclear
PTRH2	Secretory
PTRHD1	Cytosol
PTS	Cytosol
PTTG1	Cytosol
PTTG1IP	Secretory
PUF60	Nuclear
PUM1	Unclassified
PUM2	Nuclear
PURA	Nuclear
PURB	Nuclear
PUS1	Nuclear
PUS10	Nuclear
PUS3	Nuclear
PUS7	Nuclear
PUS7L	Nuclear
PUSL1	Secretory
PWP1	Nuclear
PWP2	Nuclear
PVR	Secretory
PVRL1	Unclassified
PVRL2	Secretory
PVRL3	Secretory
PVRL4	Secretory
PWWP2A	Nuclear
PWWP2B	Nuclear
PXDN	Secretory
PXK	Cytosol
PXMP2	Secretory
PXMP4	Unclassified
PXN	Cytosol
PYCARD	Cytosol
PYCR1	Mitochondria
PYCR2	Mitochondria
PYCRL	Cytosol
PYGB	Cytosol
PYGL	Cytosol
PYGM	Cytosol
PYGO1	Nuclear
PYGO2	Nuclear
PYROXD1	Cytosol
PYROXD2	Mitochondria
PYURF	Unclassified
PZP	Cytosol
QARS	Cytosol
QDPR	Cytosol
QKI	Nuclear
QPCTL	Secretory
QPRT	Cytosol
QRICH1	Nuclear
QRSL1	Mitochondria
QSER1	Nuclear
QSOX1	Secretory
QSOX2	Secretory
QTRT1	Cytosol
QTRTD1	Cytosol
R3HCC1	Cytosol
R3HCC1L	Cytosol
R3HDM1	Cytosol
R3HDM2	Cytosol
R3HDM4	Cytosol
RAB10	Secretory
RAB11A	Secretory
RAB11B	Secretory
RAB11FIP1	Secretory
RAB11FIP2	Secretory
RAB11FIP3	Nuclear
RAB11FIP4	Nuclear
RAB11FIP5	Unclassified
RAB12	Secretory
RAB13	Secretory
RAB14	Secretory
RAB15	Secretory
RAB17	Secretory
RAB18	Secretory
RAB19	Secretory
RAB1A	Secretory
RAB1B	Secretory
RAB20	Secretory
RAB21	Secretory
RAB22A	Secretory
RAB23	Secretory
RAB24	Secretory
RAB25	Secretory
RAB26	Secretory
RAB27A	Secretory
RAB27B	Secretory
RAB28	Cytosol
RAB2A	Secretory
RAB2B	Secretory
RAB30	Secretory
RAB31	Secretory
RAB32	Secretory
RAB33B	Secretory
RAB35	Secretory
RAB36	Secretory
RAB37	Cytosol
RAB39B	Secretory
RAB3A	Secretory
RAB3B	Secretory
RAB3D	Secretory
RAB3GAP1	Cytosol
RAB3GAP2	Cytosol
RAB3IL1	Cytosol
RAB3IP	Cytosol
RAB40B	Unclassified
RAB40C	Cytosol
RAB43	Secretory
RAB4A	Secretory
RAB5A	Secretory
RAB5B	Secretory
RAB5C	Secretory
RAB6A	Secretory
RAB6B	Secretory
RAB6C	Nuclear
RAB7A	Secretory
RAB7L1	Secretory
RAB8A	Secretory
RAB8B	Secretory
RAB9A	Secretory
RAB9B	Secretory
RABAC1	Secretory
RABEP1	Cytosol
RABEP2	Cytosol
RABEPK	Cytosol
RABGAP1	Cytosol
RABGAP1L	Cytosol
RABGGTA	Cytosol
RABGGTB	Cytosol
RABIF	Cytosol
RABL3	Secretory
RABL5	Cytosol
RABL6	Cytosol
RAC1	Cytosol
RAC3	Unclassified
RACGAP1	Unclassified
RAD1	Nuclear
RAD17	Unclassified
RAD18	Nuclear
RAD21	Nuclear
RAD23A	Cytosol
RAD23B	Cytosol
RAD50	Nuclear
RAD51	Cytosol
RAD51AP1	Nuclear
RAD51B	Nuclear
RAD51C	Cytosol
RAD51D	Nuclear
RAD52	Nuclear
RAD54B	Nuclear
RAD54L	Nuclear
RAD54L2	Nuclear
RAD9A	Nuclear
RADIL	Unclassified
RAE1	Cytosol
RAF1	Cytosol
RAI1	Nuclear
RAI14	Secretory
RALA	Secretory
RALB	Secretory
RALBP1	Cytosol
RALGAPA1	Cytosol
RALGAPA2	Cytosol
RALGAPB	Cytosol
RALGPS1	Unclassified
RALGPS2	Cytosol
RALY	Nuclear
RALYL	Nuclear
RAMP3	Secretory
RAN	Cytosol
RANBP1	Cytosol
RANBP10	Cytosol
RANBP17	Cytosol
RANBP2	Nuclear
RANBP3	Nuclear
RANBP6	Mitochondria
RANBP9	Cytosol
RANGAP1	Cytosol
RAP1A	Secretory
RAP1B	Secretory
RAP1GAP	Cytosol
RAP1GAP2	Cytosol
RAP1GDS1	Cytosol
RAP2A	Secretory
RAP2B	Secretory
RAP2C	Secretory
RAPGEF1	Cytosol
RAPGEF2	Cytosol
RAPGEFL1	Secretory
RAPH1	Cytosol
RARA	Nuclear
RARG	Cytosol
RARS	Cytosol
RARS2	Mitochondria
RASA1	Cytosol
RASA2	Cytosol
RASA3	Unclassified
RASAL1	Cytosol
RASAL2	Cytosol
RASEF	Secretory
RASGRP1	Cytosol
RASSF1	Cytosol
RASSF3	Unclassified
RASSF7	Cytosol
RASSF8	Unclassified
RASSF9	Nuclear
RAVER1	Unclassified
RAVER2	Nuclear
RB1	Nuclear
RB1CC1	Cytosol
RBAK	Nuclear
RBBP4	Nuclear
RBBP5	Nuclear
RBBP6	Nuclear
RBBP7	Nuclear
RBBP8	Nuclear
RBBP8NL	Nuclear
RBBP9	Cytosol
RBCK1	Cytosol
RBFA	Mitochondria
RBFOX2	Nuclear
RBKS	Cytosol
RBL1	Nuclear
RBL2	Nuclear
RBM10	Nuclear
RBM12	Nuclear
RBM12B	Nuclear
RBM14	Nuclear
RBM15	Nuclear
RBM15B	Nuclear
RBM17	Nuclear
RBM18	Nuclear
RBM19	Nuclear
RBM22	Nuclear
RBM23	Unclassified
RBM25	Nuclear
RBM26	Nuclear
RBM27	Nuclear
RBM28	Nuclear
RBM3	Nuclear
RBM33	Nuclear
RBM34	Nuclear
RBM38	Cytosol
RBM39	Nuclear
RBM41	Unclassified
RBM42	Nuclear
RBM43	Secretory
RBM45	Nuclear
RBM47	Nuclear
RBM48	Nuclear
RBM4B	Nuclear
RBM5	Nuclear
RBM6	Nuclear
RBM7	Nuclear
RBMS1	Nuclear
RBMS2	Nuclear
RBMS3	Nuclear
RBMX	Nuclear
RBMX2	Nuclear
RBMXL1	Nuclear
RBP1	Cytosol
RBP4	Cytosol
RBP7	Cytosol
RBPJ	Nuclear
RBPMS	Cytosol
RBX1	Cytosol
RC3H1	Unclassified
RC3H2	Nuclear
RCAN1	Cytosol
RCAN3	Cytosol
RCBTB1	Cytosol
RCC1	Nuclear
RCC2	Nuclear
RCCD1	Cytosol
RCE1	Secretory
RCHY1	Cytosol
RCL1	Nuclear
RCN1	Nuclear
RCN2	Secretory
RCOR1	Nuclear
RCOR2	Nuclear
RCOR3	Nuclear
RDH10	Secretory
RDH11	Secretory
RDH13	Mitochondria
RDH14	Secretory
RDH16	Secretory
RDX	Cytosol
RECQL	Nuclear
RECQL4	Nuclear
RECQL5	Nuclear
REEP1	Secretory
REEP3	Secretory
REEP4	Secretory
REEP5	Secretory
REEP6	Secretory
REL	Cytosol
RELA	Cytosol
RELB	Cytosol
RELL1	Secretory
RELT	Secretory
REPIN1	Nuclear
REPS1	Cytosol
REPS2	Cytosol
RER1	Secretory
RERE	Nuclear
RERG	Cytosol
REST	Nuclear
RET	Secretory
RETSAT	Secretory
REV1	Nuclear
REV3L	Nuclear
REXO1	Nuclear
REXO2	Cytosol
REXO4	Nuclear
RFC1	Nuclear
RFC2	Nuclear
RFC3	Unclassified
RFC4	Nuclear
RFC5	Unclassified
RFESD	Cytosol
RFFL	Secretory
RFK	Cytosol
